TIF,移動元,移動先,回答数
福井,レインボーライン エリア,氣比神宮,49
福井,レインボーライン エリア,水晶浜海水浴場,3
福井,レインボーライン エリア,熊川宿,25
福井,レインボーライン エリア,福井県年縞博物館,28
福井,レインボーライン エリア,福井県海浜自然センター,10
福井,レインボーライン エリア,福井県立恐竜博物館,22
福井,レインボーライン エリア,福井駅,3
福井,レインボーライン エリア,若狭フィッシャーマンズワーフ,12
福井,レインボーライン エリア,若狭三方縄文博物館,12
福井,レインボーライン エリア,若狭歴史博物館,3
福井,レインボーライン エリア,若狭海遊バザール千鳥苑 若狭美浜 海の駅,7
福井,レインボーライン エリア,若狭瓜割名水公園 瓜割の滝,11
福井,レインボーライン エリア,若狭町観光船レイククルーズ,7
福井,レインボーライン エリア,越前がにミュージアム,10
福井,レインボーライン エリア,越前大仏,4
福井,レインボーライン エリア,越前大野城,8
福井,レインボーライン エリア,道の駅「うみんぴあ大飯」,3
福井,レインボーライン エリア,道の駅「三方五湖」,39
福井,レインボーライン エリア,道の駅「南えちぜん山海里」,3
福井,レインボーライン エリア,道の駅「若狭おばま」,6
福井,レインボーライン エリア,道の駅「若狭熊川宿」,7
福井,一乗谷朝倉氏遺跡,JR九頭竜湖駅 エリア,29
福井,一乗谷朝倉氏遺跡,JR敦賀駅前 エリア,29
福井,一乗谷朝倉氏遺跡,JR美浜駅 エリア,16
福井,一乗谷朝倉氏遺跡,JR芦原温泉駅 エリア,13
福井,一乗谷朝倉氏遺跡,あわら湯のまち エリア,163
福井,一乗谷朝倉氏遺跡,うみんぴあ大飯 エリア,14
福井,一乗谷朝倉氏遺跡,うるしの里 エリア,25
福井,一乗谷朝倉氏遺跡,えちぜん鉄道 松岡駅 エリア,28
福井,一乗谷朝倉氏遺跡,えちぜん鉄道 永平寺口駅 エリア,18
福井,一乗谷朝倉氏遺跡,かずら橋 エリア,96
福井,一乗谷朝倉氏遺跡,かつやま恐竜の森 エリア,122
福井,一乗谷朝倉氏遺跡,はたや記念館 ゆめおーれ勝山 エリア,5
福井,一乗谷朝倉氏遺跡,ふくい鮮いちば エリア,49
福井,一乗谷朝倉氏遺跡,まちの市場 こってコテいけだ エリア,18
福井,一乗谷朝倉氏遺跡,まちの駅 こってコテいけだ エリア,7
福井,一乗谷朝倉氏遺跡,スキージャム勝山 エリア,16
福井,一乗谷朝倉氏遺跡,スーベニアショップ ラプトル エリア,14
福井,一乗谷朝倉氏遺跡,スーベニアショップふらぷとる エリア,13
福井,一乗谷朝倉氏遺跡,タケフナイフビレッジ エリア,8
福井,一乗谷朝倉氏遺跡,フルーツライン エリア,9
福井,一乗谷朝倉氏遺跡,メガネストリート エリア,14
福井,一乗谷朝倉氏遺跡,レインボーライン エリア,38
福井,一乗谷朝倉氏遺跡,一乗谷朝倉氏遺跡 エリア,336
福井,一乗谷朝倉氏遺跡,三国湊 エリア,68
福井,一乗谷朝倉氏遺跡,丸岡城 エリア,128
福井,一乗谷朝倉氏遺跡,九頭竜川 エリア（鮎・釣り）,4
福井,一乗谷朝倉氏遺跡,今庄宿 エリア,4
福井,一乗谷朝倉氏遺跡,六呂師高原 エリア,9
福井,一乗谷朝倉氏遺跡,劔神社 エリア,15
福井,一乗谷朝倉氏遺跡,北ノ庄 エリア,31
福井,一乗谷朝倉氏遺跡,北前船主の館 右近家 エリア,3
福井,一乗谷朝倉氏遺跡,北潟湖 エリア,28
福井,一乗谷朝倉氏遺跡,北陸新幹線 越前たけふ駅 エリア,66
福井,一乗谷朝倉氏遺跡,名勝 養浩館庭園 エリア,30
福井,一乗谷朝倉氏遺跡,名田庄 エリア,6
福井,一乗谷朝倉氏遺跡,大本山 永平寺 エリア,344
福井,一乗谷朝倉氏遺跡,小浜 エリア（宿泊施設）,9
福井,一乗谷朝倉氏遺跡,小浜市 阿納 エリア,7
福井,一乗谷朝倉氏遺跡,平泉寺白山神社 エリア,22
福井,一乗谷朝倉氏遺跡,御食国若狭おばま食文化館 エリア,7
福井,一乗谷朝倉氏遺跡,敦賀市立博物館 エリア,13
福井,一乗谷朝倉氏遺跡,日本海さかな街 エリア,18
福井,一乗谷朝倉氏遺跡,明通寺 エリア,35
福井,一乗谷朝倉氏遺跡,東尋坊 エリア,41
福井,一乗谷朝倉氏遺跡,武生駅 エリア,11
福井,一乗谷朝倉氏遺跡,河野北前船主通りエリア,3
福井,一乗谷朝倉氏遺跡,湖上館パムコ（水月湖）エリア,16
福井,一乗谷朝倉氏遺跡,熊川宿 エリア,16
福井,一乗谷朝倉氏遺跡,福井駅前 エリア,187
福井,一乗谷朝倉氏遺跡,福井駅前 エリア（宿泊施設）,56
福井,一乗谷朝倉氏遺跡,竹田エリア,13
福井,一乗谷朝倉氏遺跡,紫式部公園 エリア,44
福井,一乗谷朝倉氏遺跡,美浜町レイクセンター エリア,10
福井,一乗谷朝倉氏遺跡,花の駅 ゆりの里公園 エリア,18
福井,一乗谷朝倉氏遺跡,若狭フィッシャーマンズワーフ エリア,11
福井,一乗谷朝倉氏遺跡,越前そばの里 エリア,199
福井,一乗谷朝倉氏遺跡,越前和紙の里 エリア,11
福井,一乗谷朝倉氏遺跡,越前大仏 エリア,12
福井,一乗谷朝倉氏遺跡,越前大野城・城下町 エリア,192
福井,一乗谷朝倉氏遺跡,越前松島水族館 エリア,21
福井,一乗谷朝倉氏遺跡,越前海岸 くりや旅館街 エリア,11
福井,一乗谷朝倉氏遺跡,越前海岸 北部 エリア,15
福井,一乗谷朝倉氏遺跡,越前海岸 越前岬 エリア,7
福井,一乗谷朝倉氏遺跡,越前海岸 高佐米ノ旅館街 エリア,5
福井,一乗谷朝倉氏遺跡,越前陶芸村 エリア,18
福井,一乗谷朝倉氏遺跡,道の駅「シーサイド高浜」 エリア,4
福井,一乗谷朝倉氏遺跡,道の駅「パークイン丹生ヶ丘」 エリア,27
福井,一乗谷朝倉氏遺跡,道の駅「三方五湖」  エリア,33
福井,一乗谷朝倉氏遺跡,道の駅「南えちぜん山海里」 エリア,74
福井,一乗谷朝倉氏遺跡,道の駅「恐竜渓谷かつやま」 エリア,45
福井,一乗谷朝倉氏遺跡,道の駅「禅の里」 エリア,24
福井,一乗谷朝倉氏遺跡,道の駅「若狭おばま」 エリア,12
福井,一乗谷朝倉氏遺跡,道の駅「西山公園」 エリア,32
福井,一乗谷朝倉氏遺跡,道の駅「越前」 エリア,49
福井,一乗谷朝倉氏遺跡,道の駅「越前おおの荒島の郷」 エリア,42
福井,一乗谷朝倉氏遺跡,道の駅みくに ふれあいパーク三里浜 エリア,22
福井,一乗谷朝倉氏遺跡,金ヶ崎 エリア,42
福井,一乗谷朝倉氏遺跡 エリア,あわら温泉「芦湯」,4
福井,一乗谷朝倉氏遺跡 エリア,あわら温泉街,10
福井,一乗谷朝倉氏遺跡 エリア,うるしの里,3
福井,一乗谷朝倉氏遺跡 エリア,かずら橋,3
福井,一乗谷朝倉氏遺跡 エリア,めがねミュージアム,7
福井,一乗谷朝倉氏遺跡 エリア,スキージャム勝山,3
福井,一乗谷朝倉氏遺跡 エリア,レインボーライン,3
福井,一乗谷朝倉氏遺跡 エリア,一乗谷朝倉氏遺跡,82
福井,一乗谷朝倉氏遺跡 エリア,三國湊レトロ,7
福井,一乗谷朝倉氏遺跡 エリア,三方五湖,5
福井,一乗谷朝倉氏遺跡 エリア,丸岡城,75
福井,一乗谷朝倉氏遺跡 エリア,北の庄城址・柴田公園,32
福井,一乗谷朝倉氏遺跡 エリア,大本山永平寺,89
福井,一乗谷朝倉氏遺跡 エリア,山代温泉（石川県）,3
福井,一乗谷朝倉氏遺跡 エリア,岡太神社・大瀧神社,5
福井,一乗谷朝倉氏遺跡 エリア,敦賀赤レンガ倉庫,9
福井,一乗谷朝倉氏遺跡 エリア,日本海さかな街,4
福井,一乗谷朝倉氏遺跡 エリア,東尋坊,26
福井,一乗谷朝倉氏遺跡 エリア,氣比神宮,15
福井,一乗谷朝倉氏遺跡 エリア,福井県立恐竜博物館,58
福井,一乗谷朝倉氏遺跡 エリア,福井駅,49
福井,一乗谷朝倉氏遺跡 エリア,越前がにミュージアム,8
福井,一乗谷朝倉氏遺跡 エリア,越前そばの里,7
福井,一乗谷朝倉氏遺跡 エリア,越前和紙の里,8
福井,一乗谷朝倉氏遺跡 エリア,越前大仏,24
福井,一乗谷朝倉氏遺跡 エリア,越前大野城,104
福井,一乗谷朝倉氏遺跡 エリア,越前打刃物会館,3
福井,一乗谷朝倉氏遺跡 エリア,越前松島水族館,5
福井,一乗谷朝倉氏遺跡 エリア,足羽川桜並木,3
福井,一乗谷朝倉氏遺跡 エリア,道の駅「さかい」（坂井地域交流センター「いねす」）,4
福井,一乗谷朝倉氏遺跡 エリア,道の駅「一乗谷あさくら水の駅」,31
福井,一乗谷朝倉氏遺跡 エリア,道の駅「九頭竜・和泉ふれあい会館」,7
福井,一乗谷朝倉氏遺跡 エリア,道の駅「南えちぜん山海里」,6
福井,一乗谷朝倉氏遺跡 エリア,道の駅「恐竜渓谷かつやま」,6
福井,一乗谷朝倉氏遺跡 エリア,道の駅「若狭熊川宿」,3
福井,一乗谷朝倉氏遺跡 エリア,道の駅「西山公園」,9
福井,一乗谷朝倉氏遺跡 エリア,道の駅「越前」,3
福井,一乗谷朝倉氏遺跡 エリア,道の駅「越前おおの荒島の郷」,4
福井,一乗谷朝倉氏遺跡 エリア,酒蔵,3
福井,一乗谷朝倉氏遺跡 エリア,野外恐竜博物館,3
福井,一乗谷朝倉氏遺跡 エリア,金沢駅周辺（石川県）,6
福井,一乗谷朝倉氏遺跡 エリア,養浩館庭園,11
福井,一筆啓上 日本一短い手紙の館,丸岡城 エリア,9
福井,七間朝市,越前大野城・城下町 エリア,13
福井,七間朝市,道の駅「越前おおの荒島の郷」 エリア,7
福井,万葉の里 味真野苑（ミズバショウ・フジ・スイレン・ハギ）,かずら橋 エリア,3
福井,万葉の里 味真野苑（ミズバショウ・フジ・スイレン・ハギ）,タケフナイフビレッジ エリア,7
福井,万葉の里 味真野苑（ミズバショウ・フジ・スイレン・ハギ）,北陸新幹線 越前たけふ駅 エリア,5
福井,万葉の里 味真野苑（ミズバショウ・フジ・スイレン・ハギ）,越前そばの里 エリア,9
福井,三丁町,小浜 エリア（宿泊施設）,12
福井,三丁町,御食国若狭おばま食文化館 エリア,8
福井,三丁町,明通寺 エリア,10
福井,三丁町,道の駅「若狭おばま」 エリア,11
福井,三国,あわら湯のまち エリア,3
福井,三国サンセットビーチ,JR芦原温泉駅 エリア,8
福井,三国サンセットビーチ,あわら湯のまち エリア,25
福井,三国サンセットビーチ,かつやま恐竜の森 エリア,9
福井,三国サンセットビーチ,ふくい鮮いちば エリア,4
福井,三国サンセットビーチ,フルーツライン エリア,10
福井,三国サンセットビーチ,三国湊 エリア,30
福井,三国サンセットビーチ,丸岡城 エリア,5
福井,三国サンセットビーチ,北潟湖 エリア,5
福井,三国サンセットビーチ,大本山 永平寺 エリア,7
福井,三国サンセットビーチ,東尋坊 エリア,7
福井,三国サンセットビーチ,福井駅前 エリア,7
福井,三国サンセットビーチ,越前そばの里 エリア,7
